instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8097,2011-12-09,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0,34
8098,2011-12-09,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0,14
8099,2011-12-09,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0,12
8100,2011-12-09,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0,6
8101,2011-12-09,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0,2
8102,2011-12-09,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0,20
8103,2011-12-09,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,63
8104,2011-12-09,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,199
8105,2011-12-09,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0,385
8106,2011-12-09,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,264
8107,2011-12-09,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,126
8108,2011-12-09,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,136
8109,2011-12-09,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,173
8110,2011-12-09,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,168
8111,2011-12-09,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,187
8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,189
8113,2011-12-09,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,250
8114,2011-12-09,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,362
8115,2011-12-09,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0,318
8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0,199
8117,2011-12-09,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0,150
8118,2011-12-09,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0,140
8119,2011-12-09,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0,129
8120,2011-12-09,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0,94
8121,2011-12-10,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,77
8122,2011-12-10,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,66
8123,2011-12-10,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,60
8124,2011-12-10,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,25
8125,2011-12-10,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,3
8126,2011-12-10,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,6
8127,2011-12-10,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,11
8128,2011-12-10,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,11
8129,2011-12-10,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,73
8130,2011-12-10,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,149
8131,2011-12-10,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,192
8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,236
8133,2011-12-10,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,283
8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,286
8135,2011-12-10,4,0,12,14,0,6,0,1,0.34,0.303,0.31,0.3284,293
8136,2011-12-10,4,0,12,15,0,6,0,1,0.34,0.303,0.34,0.3582,299
8137,2011-12-10,4,0,12,16,0,6,0,1,0.32,0.2879,0.31,0.3881,241
8138,2011-12-10,4,0,12,17,0,6,0,1,0.28,0.2576,0.36,0.3284,185
8139,2011-12-10,4,0,12,18,0,6,0,1,0.26,0.2576,0.38,0.2239,172
8140,2011-12-10,4,0,12,19,0,6,0,1,0.26,0.2424,0.38,0.2836,154
8141,2011-12-10,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,124
8142,2011-12-10,4,0,12,21,0,6,0,1,0.22,0.2121,0.44,0.2239,83
8143,2011-12-10,4,0,12,22,0,6,0,1,0.22,0.2273,0.41,0.1343,95
8144,2011-12-10,4,0,12,23,0,6,0,1,0.2,0.2121,0.47,0.1642,66
8145,2011-12-11,4,0,12,0,0,0,0,1,0.2,0.197,0.51,0.2239,74
8146,2011-12-11,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,62
8147,2011-12-11,4,0,12,2,0,0,0,1,0.18,0.1667,0.55,0.2537,52
8148,2011-12-11,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,19
8149,2011-12-11,4,0,12,4,0,0,0,1,0.16,0.1667,0.59,0.1642,5
8150,2011-12-11,4,0,12,5,0,0,0,1,0.18,0.2121,0.59,0.1045,6
8151,2011-12-11,4,0,12,6,0,0,0,1,0.16,0.2273,0.59,0,10
8152,2011-12-11,4,0,12,7,0,0,0,1,0.18,0.2424,0.55,0,31
8153,2011-12-11,4,0,12,8,0,0,0,1,0.16,0.2273,0.69,0,72
8154,2011-12-11,4,0,12,9,0,0,0,1,0.2,0.2576,0.59,0,107
8155,2011-12-11,4,0,12,10,0,0,0,1,0.24,0.2879,0.44,0,194
8156,2011-12-11,4,0,12,11,0,0,0,1,0.26,0.303,0.35,0,197
8157,2011-12-11,4,0,12,12,0,0,0,1,0.26,0.303,0.35,0,288
8158,2011-12-11,4,0,12,13,0,0,0,1,0.3,0.3333,0.31,0,268
8159,2011-12-11,4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0,242
8160,2011-12-11,4,0,12,15,0,0,0,1,0.3,0.3333,0.26,0,266
8161,2011-12-11,4,0,12,16,0,0,0,1,0.3,0.3333,0.26,0,206
8162,2011-12-11,4,0,12,17,0,0,0,1,0.28,0.3182,0.3,0,163
8163,2011-12-11,4,0,12,18,0,0,0,1,0.24,0.2273,0.48,0.194,163
8164,2011-12-11,4,0,12,19,0,0,0,1,0.22,0.2273,0.55,0.194,105
8165,2011-12-11,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,72
8166,2011-12-11,4,0,12,21,0,0,0,1,0.22,0.2727,0.55,0,63
8167,2011-12-11,4,0,12,22,0,0,0,1,0.22,0.2727,0.55,0,43
8168,2011-12-11,4,0,12,23,0,0,0,1,0.2,0.2576,0.69,0,35
8169,2011-12-12,4,0,12,0,0,1,1,1,0.2,0.2273,0.69,0.0896,20
8170,2011-12-12,4,0,12,1,0,1,1,1,0.2,0.2576,0.69,0,9
8171,2011-12-12,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0,4
8172,2011-12-12,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0,2
8173,2011-12-12,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0,3
8174,2011-12-12,4,0,12,5,0,1,1,1,0.16,0.2273,0.8,0,21
8175,2011-12-12,4,0,12,6,0,1,1,1,0.16,0.1818,0.8,0.1045,64
8176,2011-12-12,4,0,12,7,0,1,1,1,0.14,0.1515,0.86,0.1343,235
8177,2011-12-12,4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,385
8178,2011-12-12,4,0,12,9,0,1,1,2,0.18,0.2121,0.74,0.0896,220
8179,2011-12-12,4,0,12,10,0,1,1,2,0.22,0.2424,0.69,0.1045,105
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,115
8181,2011-12-12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,145
8182,2011-12-12,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,166
8183,2011-12-12,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,111
8184,2011-12-12,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,132
8185,2011-12-12,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,214
8186,2011-12-12,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0,359
8187,2011-12-12,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,357
8188,2011-12-12,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,241
8189,2011-12-12,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,165
8190,2011-12-12,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0,121
8191,2011-12-12,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0,71
8192,2011-12-12,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0,45
8193,2011-12-13,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0,17
8194,2011-12-13,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0,4
8195,2011-12-13,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0,2
8196,2011-12-13,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0,3
8197,2011-12-13,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0,4
8198,2011-12-13,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0,20
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0,92
8200,2011-12-13,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,223
8201,2011-12-13,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,400
8202,2011-12-13,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,233
8203,2011-12-13,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,102
8204,2011-12-13,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,124
8205,2011-12-13,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,167
8206,2011-12-13,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,127
8207,2011-12-13,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,134
8208,2011-12-13,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,151
8209,2011-12-13,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,207
8210,2011-12-13,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,398
8211,2011-12-13,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,382
8212,2011-12-13,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,267
8213,2011-12-13,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,161
8214,2011-12-13,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,139
8215,2011-12-13,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,107
8216,2011-12-13,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0,59
8217,2011-12-14,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0,22
8218,2011-12-14,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0,8
8219,2011-12-14,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0,2
8220,2011-12-14,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0,3
8221,2011-12-14,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0,4
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0,26
8223,2011-12-14,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0,87
8224,2011-12-14,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0,247
8225,2011-12-14,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0,467
8226,2011-12-14,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0,239
8227,2011-12-14,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0,142
8228,2011-12-14,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0,115
8229,2011-12-14,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,144
8230,2011-12-14,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,133
8231,2011-12-14,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,151
8232,2011-12-14,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,167
8233,2011-12-14,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,245
8234,2011-12-14,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,396
8235,2011-12-14,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,390
8236,2011-12-14,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,268
8237,2011-12-14,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,175
8238,2011-12-14,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,154
8239,2011-12-14,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,104
8240,2011-12-14,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,51
8241,2011-12-15,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,50
8242,2011-12-15,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,20
8243,2011-12-15,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,7
8244,2011-12-15,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,3
8245,2011-12-15,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,6
8246,2011-12-15,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,24
8247,2011-12-15,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.194,92
8248,2011-12-15,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.194,258
8249,2011-12-15,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,457
8250,2011-12-15,4,0,12,9,0,4,1,2,0.36,0.3333,0.62,0.2836,280
8251,2011-12-15,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,109
8252,2011-12-15,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,135
8253,2011-12-15,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,157
8254,2011-12-15,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,164
8255,2011-12-15,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,132
8256,2011-12-15,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,82
8257,2011-12-15,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,131
8258,2011-12-15,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,324
8259,2011-12-15,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,377
8260,2011-12-15,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,287
8261,2011-12-15,4,0,12,20,0,4,1,1,0.52,0.5,0.59,0.3284,221
8262,2011-12-15,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,155
8263,2011-12-15,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,124
8264,2011-12-15,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,114
8265,2011-12-16,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,72
8266,2011-12-16,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,31
8267,2011-12-16,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,23
8268,2011-12-16,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,5
8269,2011-12-16,4,0,12,4,0,5,1,2,0.5,0.4848,0.59,0.194,5
8270,2011-12-16,4,0,12,5,0,5,1,1,0.48,0.4697,0.44,0.3881,26
8271,2011-12-16,4,0,12,6,0,5,1,2,0.44,0.4394,0.33,0.2985,82
8272,2011-12-16,4,0,12,7,0,5,1,2,0.38,0.3939,0.46,0.2985,231
8273,2011-12-16,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,459
8274,2011-12-16,4,0,12,9,0,5,1,1,0.36,0.3333,0.46,0.3881,243
8275,2011-12-16,4,0,12,10,0,5,1,1,0.34,0.303,0.46,0.2985,132
8276,2011-12-16,4,0,12,11,0,5,1,2,0.34,0.303,0.42,0.2985,144
8277,2011-12-16,4,0,12,12,0,5,1,2,0.34,0.303,0.42,0.3582,173
8278,2011-12-16,4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,137
8279,2011-12-16,4,0,12,14,0,5,1,2,0.34,0.3182,0.42,0.2239,128
8280,2011-12-16,4,0,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,153
8281,2011-12-16,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,224
8282,2011-12-16,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,365
8283,2011-12-16,4,0,12,18,0,5,1,2,0.32,0.303,0.45,0.2537,295
8284,2011-12-16,4,0,12,19,0,5,1,2,0.32,0.303,0.45,0.2239,214
8285,2011-12-16,4,0,12,20,0,5,1,2,0.32,0.3182,0.45,0.194,152
8286,2011-12-16,4,0,12,21,0,5,1,2,0.32,0.3182,0.45,0.1642,102
8287,2011-12-16,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,106
8288,2011-12-16,4,0,12,23,0,5,1,2,0.3,0.303,0.49,0.1343,75
8289,2011-12-17,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,62
8290,2011-12-17,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,43
8291,2011-12-17,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,58
8292,2011-12-17,4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.194,26
8293,2011-12-17,4,0,12,4,0,6,0,1,0.24,0.2424,0.65,0.1642,9
8294,2011-12-17,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.194,9
8295,2011-12-17,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,17
8296,2011-12-17,4,0,12,7,0,6,0,2,0.26,0.2576,0.56,0.2239,20
8297,2011-12-17,4,0,12,8,0,6,0,2,0.26,0.2576,0.56,0.2239,59
8298,2011-12-17,4,0,12,9,0,6,0,2,0.26,0.2424,0.56,0.2537,100
8299,2011-12-17,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,181
8300,2011-12-17,4,0,12,11,0,6,0,2,0.28,0.2576,0.45,0.3284,209
8301,2011-12-17,4,0,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,244
8302,2011-12-17,4,0,12,13,0,6,0,2,0.28,0.2727,0.48,0.2537,236
8303,2011-12-17,4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,237
8304,2011-12-17,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,228
8305,2011-12-17,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,222
8306,2011-12-17,4,0,12,17,0,6,0,1,0.26,0.2576,0.48,0.2239,165
8307,2011-12-17,4,0,12,18,0,6,0,1,0.26,0.2273,0.48,0.3881,157
8308,2011-12-17,4,0,12,19,0,6,0,3,0.24,0.2121,0.65,0.3284,106
8309,2011-12-17,4,0,12,20,0,6,0,1,0.22,0.2121,0.69,0.2537,106
8310,2011-12-17,4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,96
8311,2011-12-17,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,80
8312,2011-12-17,4,0,12,23,0,6,0,1,0.2,0.2273,0.75,0,69
8313,2011-12-18,4,0,12,0,0,0,0,1,0.2,0.2121,0.75,0.1343,71
8314,2011-12-18,4,0,12,1,0,0,0,1,0.2,0.2273,0.69,0.1045,46
8315,2011-12-18,4,0,12,2,0,0,0,1,0.22,0.2424,0.55,0.1045,41
8316,2011-12-18,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,18
8317,2011-12-18,4,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,1
8318,2011-12-18,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,5
8319,2011-12-18,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,3
8320,2011-12-18,4,0,12,7,0,0,0,1,0.2,0.2121,0.59,0.1642,12
8321,2011-12-18,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0,32
8322,2011-12-18,4,0,12,9,0,0,0,1,0.22,0.2273,0.64,0.1642,81
8323,2011-12-18,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,129
8324,2011-12-18,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,188
8325,2011-12-18,4,0,12,12,0,0,0,1,0.26,0.2576,0.6,0.2239,228
8326,2011-12-18,4,0,12,13,0,0,0,1,0.3,0.2727,0.49,0.2985,228
8327,2011-12-18,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836,219
8328,2011-12-18,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,207
8329,2011-12-18,4,0,12,16,0,0,0,1,0.28,0.2727,0.48,0.2537,234
8330,2011-12-18,4,0,12,17,0,0,0,1,0.28,0.2727,0.46,0.1642,136
8331,2011-12-18,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.194,138
8332,2011-12-18,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,135
8333,2011-12-18,4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,104
8334,2011-12-18,4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0,89
8335,2011-12-18,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.194,49
8336,2011-12-18,4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,37
8337,2011-12-19,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,17
8338,2011-12-19,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,11
8339,2011-12-19,4,0,12,2,0,1,1,1,0.18,0.2121,0.8,0.0896,3
8340,2011-12-19,4,0,12,3,0,1,1,1,0.16,0.197,0.86,0.0896,3
8341,2011-12-19,4,0,12,4,0,1,1,1,0.16,0.1818,0.86,0.1343,4
8342,2011-12-19,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,21
8343,2011-12-19,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,68
8344,2011-12-19,4,0,12,7,0,1,1,1,0.18,0.2121,0.74,0.1045,191
8345,2011-12-19,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,397
8346,2011-12-19,4,0,12,9,0,1,1,1,0.22,0.2121,0.69,0.2239,183
8347,2011-12-19,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.194,108
8348,2011-12-19,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,127
8349,2011-12-19,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,141
8350,2011-12-19,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,142
8351,2011-12-19,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,137
8352,2011-12-19,4,0,12,15,0,1,1,1,0.38,0.3939,0.46,0.1642,159
8353,2011-12-19,4,0,12,16,0,1,1,1,0.4,0.4091,0.4,0.2537,208
8354,2011-12-19,4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.194,378
8355,2011-12-19,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.194,354
8356,2011-12-19,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,251
8357,2011-12-19,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,206
8358,2011-12-19,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,127
8359,2011-12-19,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,107
8360,2011-12-19,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,60
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0,48
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,93
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0,75
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0,52
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,8
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,5
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,2
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,7
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,14
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,40
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,70
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,138
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,201
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,223
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,267
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,265
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,111
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,106
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,105
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,83
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,71
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,66
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,29
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,39
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,12
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,7
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,4
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,4
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,16
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,53
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0,68
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,109
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,175
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,202
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,176
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,151
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,168
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,154
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,153
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,126
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,93
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,88
